Polygon_ID,acq_date,frp,Neighbour
7234,2012-11-06,3.2,7233
7380,2012-11-06,5.1,7233
7381,2014-11-02,0.9,7233
7381,2012-11-06,3.2,7233
15290,2015-11-14,14.6,15437
15289,2015-11-17,0.5,15437
15289,2015-11-14,23.25,15437
15289,2015-11-16,2.0,15437
15289,2015-11-15,1.0,15437
17209,2014-03-04,3.1,17061
19289,2013-11-08,13.8,19141
20125,2015-11-24,2.8,19979
20127,2014-12-10,2.8,19979
25363,2014-07-30,6.9,25216
25364,2014-07-30,3.5,25216
26444,2013-04-23,30.1,26592
26748,2017-11-01,5.6,26602
26749,2017-11-01,8.9,26602
26750,2017-11-01,1.8,26602
26750,2018-10-24,7.5,26602
33734,2014-07-16,3.7,33878
33735,2014-07-16,1.6,33878
34019,2014-07-16,2.4000000000000004,33878
33879,2014-07-16,4.0,33878
35114,2017-06-20,0.5,35216
37906,2012-05-31,41.8,37907
37709,2012-07-11,7.0,37907
38113,2018-10-15,7.4,38114
37918,2017-09-22,6.0,38114
38741,2017-11-14,4.1,38543
38795,2016-04-18,17.7,38599
38795,2013-02-20,7.8,38599
38598,2016-04-18,14.350000000000001,38599
39062,2017-11-02,3.4000000000000004,39259
39298,2018-09-17,8.4,39299
39298,2016-10-08,3.1,39299
39298,2015-09-22,4.1,39299
39916,2015-04-09,1.7,39719
39718,2015-04-09,13.95,39719
39915,2015-04-09,10.2,39719
39675,2013-09-27,75.0,39871
39872,2013-09-27,0.8,39871
41572,2015-09-01,6.3,41375
42184,2015-11-07,1.9,41988
42655,2014-04-17,3.5,42852
43106,2013-09-16,5.2,42909
42910,2013-10-01,8.6,42909
43074,2018-12-11,3.0,43270
43845,2018-02-07,3.9,44043
45330,2016-02-13,8.0,45134
45133,2013-11-17,1.4,45134
47383,2012-04-04,4.9,47186
47382,2018-02-20,1.5,47186
47382,2012-12-13,1.7,47186
49159,2013-09-19,5.5,48963
52002,2018-10-30,6.8,52001
52199,2018-02-11,0.6,52001
52199,2018-10-30,6.8,52001
52198,2018-10-30,6.8,52001
52197,2018-10-30,7.1,52001
51805,2012-10-19,4.9,52001
52002,2018-10-30,6.8,52003
52200,2012-11-13,14.0,52003
52201,2013-10-05,90.8,52003
52199,2018-02-11,0.6,52003
52199,2018-10-30,6.8,52003
51807,2012-10-29,116.5,52003
52004,2013-10-05,90.8,52003
51805,2012-10-19,4.9,52003
52291,2012-06-23,2.4,52487
54202,2015-03-14,3.1,54399
54927,2016-11-04,5.5,54928
54732,2015-10-26,2.6,54928
55502,2012-02-03,2.4,55700
57213,2013-02-11,1.7,57016
57017,2013-02-11,4.3,57016
57015,2015-02-24,7.1,57016
57214,2013-02-11,1.7,57016
56820,2018-04-20,9.0,57016
57762,2016-06-16,2.4,57566
57762,2015-06-24,0.4,57566
57762,2016-10-07,1.2,57566
57764,2018-03-28,5.3,57566
57567,2018-03-28,7.75,57566
57606,2017-09-09,0.8,57802
57803,2017-09-08,32.3,57802
60502,2018-01-20,6.2,60501
60700,2018-01-20,3.0,60897
60701,2018-02-16,1.8,60897
60701,2018-01-20,3.0,60897
61598,2013-03-26,0.6,61597
64084,2015-07-27,8.9,64282
64478,2015-07-27,51.6,64282
65224,2017-12-20,5.5,65223
65421,2017-12-20,18.1,65223
65027,2015-03-01,4.9,65223
66037,2013-02-09,8.5,65840
67032,2013-11-07,3.1,66836
67029,2018-05-20,3.1,67028
69780,2014-04-28,3.9,69976
70393,2016-10-23,1.8,70591
73080,2016-04-18,8.75,72882
72713,2018-04-03,3.1,72910
76326,2017-11-01,11.4,76325
77760,2017-07-26,8.8,77564
84052,2016-09-19,9.4,84291
84054,2016-09-19,2.6,84291
84053,2016-09-19,12.85,84291
84533,2016-09-18,96.2,84291
84534,2016-09-19,6.3,84291
84534,2016-09-18,71.4,84291
85273,2016-09-18,33.8,85025
84777,2016-09-18,67.13333333333334,85025
85026,2016-09-18,55.9,85025
85274,2016-09-18,55.9,85025
85275,2016-09-18,33.8,85025
86780,2016-09-19,16.6,86781
87717,2017-11-24,8.7,87467
96911,2017-06-12,15.6,97176
108421,2013-02-01,6.0,108156
109158,2017-07-09,1.4,109424
109157,2017-07-09,2.7,109424
110175,2017-07-08,5.800000000000001,110174
109912,2017-07-07,180.9,110174
110192,2017-07-08,4.9,110193
110458,2017-07-08,21.6,110193
112871,2017-07-08,158.8,112603
112604,2017-07-08,91.9,112603
112872,2017-07-08,76.2,112603
112338,2017-07-09,4.8,112608
112607,2017-07-08,24.0,112608
112875,2017-07-09,10.0,112608
112876,2013-09-19,39.9,112608
112876,2017-07-09,7.0,112608
112866,2017-07-08,42.4,112865
112598,2017-07-08,69.95,112865
113133,2017-07-08,125.0,112865
113134,2017-07-08,69.5,112865
113134,2017-07-09,14.4,112865
112597,2017-07-08,100.8,112865
113215,2017-03-01,1.4,113485
113667,2017-07-09,1.4,113668
113394,2017-07-09,1.4,113668
114912,2015-01-21,2.2,114913
115508,2016-06-16,246.55,115509
115223,2016-06-16,6.4,115509
115796,2016-06-16,37.4,115509
115224,2016-06-16,6.4,115509
115797,2016-06-16,15.3,115509
115510,2016-06-16,6.4,115509
116380,2016-06-17,0.9,116670
116669,2016-06-17,3.6,116670
116669,2016-06-16,1.1,116670
116379,2016-06-17,0.9,116670
116961,2016-06-17,3.6,116670
116671,2016-06-17,4.6,116670
116962,2016-06-17,4.6,116670
117247,2017-07-14,9.0,117540
117248,2016-06-17,67.85,117540
117248,2016-06-16,1.0,117540
117246,2017-07-14,9.0,117540
117246,2016-06-19,5.3,117540
117834,2016-06-19,9.2,117540
117834,2017-07-14,9.0,117540
117835,2016-06-18,2.9,117540
117835,2017-07-14,9.0,117540
117539,2016-06-19,6.8,117540
118426,2017-07-10,7.3,118425
118426,2017-07-13,1.2,118425
118426,2017-07-14,3.8,118425
118728,2017-07-13,1.2,118425
118728,2017-07-12,1.5,118425
118424,2017-07-14,3.366666666666667,118425
118126,2017-07-14,1.3,118425
118126,2017-07-12,6.3,118425
118726,2017-07-12,2.8499999999999996,118425
118726,2017-07-13,2.4,118425
118726,2017-07-14,5.6499999999999995,118425
118726,2017-07-11,5.2,118425
118726,2017-07-09,9.7,118425
118124,2017-07-15,6.9,118425
118124,2017-07-17,2.2,118425
118125,2017-07-13,8.3,118425
118125,2017-07-14,65.52499999999999,118425
118727,2017-07-10,7.3,118425
118727,2017-07-13,5.3500000000000005,118425
118727,2017-07-14,3.9,118425
118727,2017-07-15,6.1,118425
118727,2017-07-09,2.7,118425
118727,2017-07-12,3.85,118425
118430,2017-07-14,338.7,118429
118128,2017-07-14,210.0,118429
118730,2017-07-10,2.2,118429
118730,2017-07-14,477.40000000000003,118429
118129,2017-07-14,338.7,118429
118428,2017-07-14,338.7,118429
125619,2018-08-19,97.1,125618
125931,2018-08-19,55.0,125618
131243,2016-08-20,1.2,131538
131539,2016-08-20,2.0,131538
131245,2016-08-20,19.1,131538
131244,2016-08-20,1.2,131538
131537,2016-08-20,1.2,131538
132124,2016-08-20,1.2,132418
132744,2012-10-17,22.0,133036
134202,2013-05-27,29.0,133907
133611,2013-05-27,29.0,133907
137490,2016-08-23,1.2,137489
137187,2016-08-20,4.0,137489
137488,2016-08-20,29.2,137489
137789,2016-08-22,1.85,137489
137188,2016-08-20,4.0,137489
137189,2016-08-21,2.6,137489
139639,2017-12-16,8.0,139339
139940,2017-12-16,9.5,139641
139939,2017-12-16,9.5,139641
140497,2016-08-21,213.4,140793
141090,2016-08-21,159.2,140793
140792,2016-08-21,73.8,140793
141088,2016-08-21,73.8,140793
141089,2016-08-21,73.8,140793
141678,2016-08-21,235.7,141972
141678,2016-08-22,7.7,141972
142266,2016-08-22,26.7,141972
142267,2016-08-22,26.7,141972
141680,2016-08-22,7.7,141972
141680,2016-08-21,5.5,141972
141971,2016-08-21,8.0,141972
141971,2016-08-22,7.7,141972
141679,2016-08-21,235.7,141972
142550,2016-08-22,10.6,142840
142550,2016-08-23,3.2,142840
142549,2016-08-23,1.45,142840
142549,2016-08-24,7.6,142840
143130,2016-08-23,1.0,142840
142841,2016-08-23,3.2,142840
143459,2017-12-16,462.1,143749
143458,2017-12-16,442.9,143749
143750,2017-12-16,335.09999999999997,143749
144041,2017-12-16,248.5666666666667,143749
144633,2017-12-14,4.8,144342
144633,2017-12-15,14.6,144342
144341,2017-12-15,8.6,144342
144341,2017-12-14,3.15,144342
144341,2017-12-16,23.3,144342
144343,2017-12-16,58.2,144342
144050,2017-12-16,413.0,144342
144634,2017-12-15,4.4,144342
144634,2017-12-16,386.8,144342
144049,2017-12-16,58.2,144342
144049,2017-12-15,12.799999999999999,144342
149704,2017-12-11,18.7,149705
150010,2017-12-12,9.8,149705
150010,2017-12-11,1.8,149705
150009,2017-12-11,19.233333333333334,149705
150009,2017-12-12,9.8,149705
149981,2017-12-12,7.0,149982
149981,2017-12-13,17.05,149982
149981,2017-12-16,30.0,149982
149678,2017-12-13,13.7,149982
149678,2017-12-12,19.349999999999998,149982
149678,2017-12-14,3.4,149982
149678,2017-12-10,1.7,149982
149677,2017-12-12,10.5,149982
149677,2017-12-13,3.95,149982
149677,2017-12-16,104.15,149982
150289,2017-12-11,12.15,149982
150289,2017-12-12,11.75,149982
149983,2017-12-12,3.5,149982
150291,2017-12-14,2.8,149982
150290,2017-12-12,5.666666666666667,149982
150290,2017-12-13,0.5,149982
150290,2017-12-16,67.8,149982
149676,2017-12-16,17.9,149982
152527,2017-12-10,1.1,152528
154717,2017-12-10,67.75,154716
154396,2017-12-10,6.0,154716
154397,2017-12-10,4.2,154716
155037,2017-12-11,4.05,154716
154715,2017-12-10,131.3,154716
154395,2017-12-10,131.3,154716
155353,2017-12-10,16.2,155034
155354,2017-12-10,16.2,155034
155033,2017-12-10,16.2,155034
154714,2017-12-10,27.3,155034
155355,2017-12-11,2.5,155034
154715,2017-12-10,131.3,155034
154713,2017-12-10,27.3,155034
156012,2017-12-10,24.8,156013
156333,2017-12-10,12.1,156013
155693,2017-12-10,24.8,156013
155692,2017-12-10,45.3,156013
155694,2017-12-10,17.8,156013
156315,2017-12-10,50.2,156637
156636,2017-12-10,40.8,156637
156958,2017-12-10,40.8,156637
156991,2017-12-10,111.35000000000001,156668
156347,2017-12-10,46.3,156668
156989,2017-12-10,28.799999999999997,156668
156990,2017-12-10,31.5,156668
156990,2017-12-16,7.4,156668
156346,2017-12-10,33.8,156668
157600,2017-12-10,27.8,157281
157282,2017-12-10,226.8,157281
157280,2017-12-10,27.8,157281
156961,2017-12-10,27.6,157281
158266,2017-12-10,56.1,157951
157632,2017-12-10,198.9,157951
157952,2017-12-10,97.4,157951
157950,2017-12-10,12.6,157951
158268,2017-12-10,11.4,157951
157634,2017-12-10,12.6,157951
158241,2017-12-10,2.2,158240
157925,2017-12-10,2.2,158240
158552,2017-12-10,2.5,158240
159437,2017-12-21,12.5,159757
159436,2017-12-21,12.5,159757
160466,2017-12-07,6.8,160130
160466,2017-12-08,2.3,160130
160466,2017-12-10,2.3,160130
160466,2017-12-09,19.5,160130
159802,2017-12-09,36.5,160130
159802,2017-12-08,14.8,160130
160467,2017-12-09,33.0,160130
160129,2017-12-08,14.8,160130
160129,2017-12-10,3.0,160130
159803,2017-12-09,36.5,160130
160131,2017-12-10,2.3,160130
160131,2017-12-09,33.0,160130
159804,2017-12-09,30.6,160130
159804,2017-12-10,3.0,160130
160099,2017-12-13,5.4,160434
160435,2017-12-15,4.1,160434
160435,2017-12-14,1.1,160434
160781,2017-12-15,5.7,160434
160781,2017-12-14,1.1,160434
161184,2017-12-10,31.46666666666667,161185
161550,2017-12-10,16.0,161185
160830,2017-12-12,44.0,161185
160828,2017-12-10,56.8,161185
160829,2017-12-12,25.8,161185
160829,2017-12-10,22.6,161185
161186,2017-12-10,3.7,161185
162308,2017-12-08,11.5,161935
162310,2017-12-08,4.1,161935
161564,2017-12-08,9.9,161935
161564,2017-12-07,62.5,161935
161934,2017-12-08,4.1,161935
161566,2017-12-07,5.2,161935
161566,2017-12-06,10.1,161935
161565,2017-12-06,3.6,161935
161565,2017-12-07,38.65,161935
161565,2017-12-08,8.3,161935
162309,2017-12-08,4.1,161935
162309,2017-12-09,27.3,161935
161936,2017-12-07,24.433333333333334,161935
162298,2017-12-12,98.65,162299
162674,2017-12-12,64.1,162299
161925,2017-12-13,1.3,162299
161925,2017-12-12,304.0,162299
161926,2017-12-12,99.75,162299
161924,2017-12-12,17.4,162299
162300,2017-12-10,10.5,162299
162300,2017-12-12,197.4,162299
164978,2016-03-15,4.0,164586
164197,2017-12-10,10.9,164586
164979,2017-12-09,28.6,164586
165421,2017-12-05,8.7,165024
164631,2017-12-05,2.7,165024
166224,2017-12-05,62.75,166225
166627,2017-12-05,39.35,166225
166626,2017-12-05,31.1,166225
165824,2017-12-05,79.65,166225
167398,2017-12-10,2.8,166996
169823,2017-12-10,1.4,169822
170228,2017-12-10,1.4,169822
173037,2017-12-08,2.7,172640
173037,2017-12-07,4.55,172640
172242,2017-12-07,2.2,172640
172240,2017-12-07,2.2,172640
172641,2017-12-08,0.7,172640
173036,2017-12-07,3.2,172640
172639,2017-12-07,73.9,172640
172241,2017-12-08,1.4,172640
172241,2017-12-07,45.1,172640
173019,2017-12-08,30.5,173414
173804,2017-12-08,121.5,173414
173020,2017-12-08,19.0,173414
173805,2017-12-08,22.8,173414
173413,2017-12-08,121.5,173414
173021,2017-12-08,19.0,173414
174471,2014-12-27,1.8,174472
174794,2014-06-17,8.9,174671
178614,2018-06-30,2.0,178443
178615,2018-06-30,2.0,178443
178271,2018-06-30,1.6,178443
178270,2018-06-30,1.3,178443
178444,2018-06-30,1.3,178443
184487,2015-01-01,1.1,184659
184918,2015-09-11,1.6,185089
185261,2015-09-11,1.4,185089
185260,2015-09-11,1.4,185089
184916,2015-09-11,2.0,185089
185249,2015-09-11,1.7,185422
185593,2015-09-11,1.9500000000000002,185422
185423,2015-09-12,3.6,185422
185594,2015-09-11,71.35,185422
185251,2015-09-12,3.2,185422
185595,2015-09-11,135.2,185422
185595,2015-09-12,5.3,185422
185421,2015-09-11,7.8,185422
186008,2015-02-21,3.2,185837
185836,2016-07-02,32.2,185837
185664,2016-07-02,32.2,185837
186469,2015-09-11,1.75,186640
186812,2015-09-12,2.6,186640
186812,2015-09-11,2.9,186640
186641,2015-09-12,7.8,186640
186468,2015-09-11,2.5,186640
186813,2015-09-13,75.75,186640
186813,2015-09-11,2.2,186640
186811,2015-09-12,4.35,186640
186811,2015-09-11,2.2,186640
186467,2015-09-11,1.6,186640
186467,2015-09-12,4.55,186640
186639,2015-09-12,3.8,186640
186974,2015-09-11,31.9,187147
186976,2015-09-11,24.95,187147
187148,2015-09-11,69.89999999999999,187147
186975,2015-09-11,6.9,187147
187320,2015-09-11,3.7,187147
187146,2015-09-11,40.475,187147
187319,2015-09-11,45.4,187147
187318,2015-09-12,1.8,187147
187318,2015-09-11,99.4,187147
187147,2015-09-11,8.9,187320
187148,2015-09-11,69.89999999999999,187320
187492,2015-09-11,73.2,187320
187149,2015-09-11,8.9,187320
187319,2015-09-11,45.4,187320
187321,2015-09-11,338.7,187320
187491,2015-09-11,108.0,187320
188168,2015-09-11,1.6,188341
188170,2015-09-11,1.1,188341
188513,2015-09-11,1.1,188341
188505,2015-09-10,63.8,188676
188675,2015-09-10,30.8,188676
188677,2015-09-10,63.8,188676
188848,2015-09-10,69.9,188676
189761,2014-03-11,10.1,189589
189760,2014-03-19,6.1,189589
189760,2014-03-11,13.9,189589
189760,2014-03-18,20.0,189589
189588,2014-03-14,2.4,189589
189588,2014-03-18,19.3,189589
190046,2015-09-11,7.866666666666667,189875
190047,2015-09-11,3.5,189875
189874,2015-09-11,9.0,189875
189886,2015-09-11,1.7,189887
190060,2018-10-15,10.75,189887
190059,2018-10-15,10.5,189887
190059,2015-09-11,2.15,189887
189714,2015-09-11,2.9,189887
189715,2018-10-15,10.2,189887
189888,2015-09-11,2.15,189887
189888,2018-10-15,17.5,189887
189716,2015-09-11,2.3,189887
189716,2018-10-15,14.35,189887
190268,2015-09-12,72.4,190095
190096,2015-09-12,9.0,190095
190094,2015-09-12,6.400000000000001,190095
189923,2015-09-11,24.2,190095
189922,2015-09-11,1.7,190095
189922,2015-09-12,9.0,190095
190266,2015-09-12,39.300000000000004,190095
190266,2015-09-11,82.5,190095
191782,2015-09-11,88.6,191781
191609,2018-02-13,6.1,191781
191954,2015-09-11,337.3,191781
191954,2017-03-29,3.6,191781
191954,2017-05-07,2.1,191781
191608,2015-09-11,168.1,191781
191610,2015-09-11,92.75,191781
191952,2015-09-11,18.5,191781
191780,2015-09-11,19.8,191781
191953,2015-09-11,308.5,191781
192644,2015-09-11,21.6,192643
192642,2015-09-11,223.5,192643
192815,2015-09-11,14.7,192643
192815,2015-09-12,2.0,192643
192814,2015-09-12,2.0,192643
192814,2015-09-11,19.1,192643
192470,2015-09-11,223.5,192643
192471,2015-09-11,119.1,192643
192816,2015-09-12,5.7,192643
192762,2017-07-30,0.7,192935
192763,2017-07-30,1.6,192935
192764,2017-07-30,0.7,192935
193341,2015-09-11,67.9,193513
193686,2015-09-11,17.6,193513
195081,2017-03-23,1.9,195253
1599240,2013-08-28,18.6,198443
198646,2016-11-23,20.1,198473
198645,2016-11-23,20.1,198473
198979,2014-12-10,1.9,198807
199865,2012-12-15,4.9,200037
200208,2014-12-10,1.6,200037
200209,2014-12-10,0.4,200037
200036,2013-02-04,15.0,200037
199964,2018-12-18,1.9,200136
199965,2018-12-19,0.7,200136
200393,2018-01-21,2.4,200565
200805,2014-02-25,4.0,200633
200805,2013-11-06,32.4,200633
200804,2013-11-06,32.4,200633
200804,2013-11-08,1.2,200633
200804,2014-02-25,9.6,200633
200460,2018-05-31,18.3,200633
202052,2013-08-29,6.0,201880
202053,2013-08-29,15.5,201880
203621,2014-12-02,1.5,203448
203308,2013-12-13,5.1,203481
203737,2017-05-24,34.8,203736
203908,2017-05-24,107.6,203736
203866,2016-11-24,1.5,204037
204036,2016-11-24,3.4,204037
206000,2013-08-26,16.8,205828
205827,2013-08-26,63.85,205828
205827,2013-08-27,6.3,205828
205827,2013-08-28,1.8,205828
205656,2013-08-28,1.8,205828
205656,2013-08-27,7.133333333333333,205828
205657,2013-08-28,6.1,205828
205657,2013-08-26,71.10000000000001,205828
205657,2013-08-27,2.9,205828
205999,2013-08-26,35.5,205828
205999,2013-08-27,1.9,205828
205829,2013-08-26,19.633333333333333,205828
205655,2013-08-28,5.6,205828
205655,2013-08-27,14.6,205828
206340,2013-08-29,0.6,206169
206340,2013-08-30,2.5,206169
206340,2013-09-06,5.3,206169
206341,2013-08-28,5.9,206169
206341,2013-09-07,0.8,206169
206341,2013-09-06,1.2,206169
205996,2013-08-27,7.3,206169
205996,2013-08-28,6.8,206169
205996,2013-08-29,6.8,206169
205996,2013-08-26,6.1,206169
205996,2013-09-06,1.2,206169
206168,2013-08-30,8.85,206169
206168,2013-08-29,0.6,206169
206342,2013-08-29,0.9,206169
206342,2013-08-28,39.4,206169
206342,2013-08-27,10.850000000000001,206169
205997,2013-08-27,4.8,206169
205998,2013-08-26,22.0,206169
205998,2013-08-27,4.3,206169
206170,2013-08-28,0.7,206169
206170,2013-08-26,8.55,206169
208110,2012-08-14,1.4,208283
208455,2012-08-15,9.1,208283
208112,2012-08-14,37.3,208283
208112,2012-08-13,37.7,208283
208112,2012-08-15,7.7,208283
208111,2012-08-15,4.3,208283
208111,2012-08-14,37.3,208283
208111,2012-08-16,1.4,208283
208282,2012-08-15,4.3,208283
208284,2012-08-14,0.8,208283
208284,2012-08-15,4.65,208283
208560,2013-09-03,1.8,208387
208560,2013-09-04,1.4,208387
208388,2013-09-03,3.95,208387
208216,2013-08-31,9.0,208387
208214,2013-09-03,0.9,208387
208386,2013-08-31,3.0,208387
208215,2013-08-31,4.5,208387
208566,2013-09-05,3.2,208393
208566,2013-09-06,1.9,208393
208221,2013-09-06,3.8000000000000003,208393
208220,2013-09-06,18.9,208393
208220,2013-09-05,15.5,208393
208564,2013-09-06,1.9,208393
209192,2013-12-10,2.4,209363
209192,2018-01-19,3.4,209363
210573,2013-08-05,27.0,210402
210573,2013-08-06,5.7,210402
210574,2013-08-06,10.9,210402
210574,2013-08-07,1.0,210402
211849,2013-08-27,13.3,211848
212021,2013-08-27,10.3,211848
212019,2013-08-29,18.3,211848
211847,2013-08-27,15.4,211848
211847,2013-08-28,20.35,211848
211847,2013-08-29,28.7,211848
212020,2013-08-27,16.033333333333335,211848
211675,2013-08-27,28.5,211848
211677,2013-08-26,77.8,211848
211677,2013-08-27,14.0,211848
211774,2013-08-06,14.85,211945
211774,2013-08-07,24.3,211945
211773,2013-08-06,2.4,211945
211773,2013-08-07,8.9,211945
211773,2013-08-08,2.1,211945
211946,2013-08-07,15.55,211945
211946,2013-08-06,2.4,211945
212330,2017-09-20,8.0,212329
212610,2017-10-08,3.9,212438
212610,2017-10-10,5.85,212438
212610,2017-10-07,3.25,212438
212267,2017-09-28,1.3,212438
212267,2017-09-29,3.2,212438
212267,2017-09-30,8.15,212438
212609,2017-10-09,2.4,212438
212609,2017-10-08,7.8,212438
212609,2017-10-06,4.633333333333334,212438
212609,2017-10-03,2.1,212438
212609,2017-10-10,4.95,212438
212609,2017-10-01,22.0,212438
212611,2017-09-18,18.2,212438
212611,2017-10-01,22.0,212438
212611,2017-10-06,4.1,212438
212439,2017-09-30,14.6,212438
212439,2017-10-10,7.1,212438
212439,2017-10-01,1.8,212438
212439,2017-10-09,2.0,212438
212439,2017-10-11,0.8,212438
212439,2017-09-18,3.3,212438
212437,2017-10-10,11.6,212438
212437,2017-10-31,3.3,212438
213020,2017-09-20,1.2,212847
213020,2017-10-17,0.8,212847
213020,2017-09-19,4.0,212847
213020,2017-10-10,1.5,212847
213020,2017-10-16,1.0,212847
213020,2017-09-09,5.300000000000001,212847
213020,2017-09-07,0.7,212847
212676,2017-09-06,1.3,212847
212676,2017-09-07,1.4,212847
212676,2017-09-08,1.4,212847
212676,2017-09-19,0.9,212847
212676,2017-09-05,1.0,212847
212848,2017-09-08,2.45,212847
212848,2017-09-05,0.9,212847
212848,2017-09-07,14.95,212847
212846,2017-09-19,1.1,212847
212675,2017-09-19,1.1,212847
212675,2017-09-20,2.3,212847
212675,2017-09-18,8.8,212847
213019,2017-09-07,13.4,212847
213019,2017-10-11,0.9,212847
213019,2017-10-17,0.8,212847
213019,2017-09-19,6.1,212847
212697,2013-09-06,5.4,212870
212956,2017-09-19,2.4,212955
173875,2017-12-05,10.3,215964
215963,2017-12-05,2.2,215964
216429,2017-12-14,43.4,216158
216429,2017-12-15,6.7,216158
216157,2017-12-18,1.0,216158
216157,2017-12-13,1.15,216158
216430,2017-12-11,15.2,216158
216430,2017-12-13,2.8,216158
216430,2017-12-09,0.8,216158
216986,2017-12-07,65.2,216714
216986,2017-12-08,1.2,216714
216988,2017-12-07,65.2,216714
216502,2017-12-05,3.2,216774
217047,2017-12-05,40.7,216774
216501,2017-12-05,3.2,216774
217287,2017-12-05,27.2,217286
217011,2017-12-05,23.0,217286
217011,2017-12-10,2.6,217286
217012,2017-12-05,23.0,217286
217013,2017-12-05,42.9,217286
217560,2017-12-05,28.2,217286
217285,2017-12-10,8.2,217286
217561,2017-12-05,27.2,217286
217564,2017-12-05,326.4,217289
217014,2017-12-05,42.5,217289
217563,2017-12-06,1.5,217289
217563,2017-12-05,34.6,217289
217562,2017-12-05,30.9,217289
217562,2017-12-06,1.4,217289
217290,2017-12-05,401.1,217289
217288,2017-12-05,27.2,217289
217015,2017-12-05,42.7,217289
217016,2017-12-05,179.6,217289
219475,2017-12-07,5.0,219198
218920,2017-12-07,174.7,219198
219477,2017-12-07,7.8,219198
219197,2017-12-07,16.4,219198
218922,2017-12-07,174.7,219198
219199,2017-12-07,7.8,219198
219574,2016-11-11,0.3,219296
219020,2012-05-04,3.4,219296
219469,2017-12-09,0.9,219470
219471,2017-12-07,15.9,219470
219748,2017-12-07,8.15,219470
219747,2017-12-07,14.2,219470
219747,2017-12-14,15.8,219470
219191,2017-12-08,2.2,219470
219192,2017-12-08,11.7,219470
219192,2017-12-07,11.15,219470
219193,2017-12-07,15.9,219470
219800,2017-12-05,8.2,219522
219243,2017-12-05,12.3,219522
219799,2017-12-05,3.3,219522
220606,2017-12-05,7.5,220885
221166,2017-12-05,10.0,220885
220605,2017-12-05,33.1,220885
220864,2017-12-14,119.4,221145
220864,2017-12-15,1.2,221145
221144,2017-12-14,84.4,221145
221425,2017-12-14,84.4,221145
221146,2017-12-15,4.1,221145
221146,2017-12-14,78.7,221145
221426,2017-12-14,78.7,221145
221426,2017-12-15,1.7,221145
220865,2017-12-14,119.4,221145
220865,2017-12-15,2.65,221145
220863,2017-12-14,423.6,221145
221427,2017-12-14,78.7,221145
221719,2017-12-06,7.5,221437
221157,2017-12-06,3.3,221437
221718,2017-12-06,10.8,221437
221179,2017-12-05,16.3,221461
221460,2017-12-05,30.2,221461
221742,2017-12-05,21.4,221461
221743,2017-12-05,37.65,221461
221180,2017-12-05,21.4,221461
221765,2017-12-05,9.85,221764
222047,2017-12-05,5.9,221764
221557,2013-05-03,300.2,221837
222118,2013-05-03,3.1,221837
221556,2013-05-03,21.2,221837
222119,2013-05-03,21.2,221837
222120,2013-05-03,39.8,221837
221838,2013-05-03,21.2,221837
222693,2013-05-03,8.2,222411
222332,2015-05-19,2.0,222614
222331,2017-12-05,3.1,222614
223995,2017-12-09,3.4,224284
223995,2017-12-06,19.9,224284
224283,2017-12-09,1.1,224284
224573,2017-12-06,52.53333333333333,224284
223997,2017-12-06,19.9,224284
224572,2017-12-06,10.6,224284
224572,2017-12-09,1.1,224284
223996,2017-12-06,88.5,224284
224005,2017-12-06,4.1,224292
224005,2017-12-05,8.05,224292
224581,2017-12-06,2.5,224292
224291,2017-12-06,4.1,224292
224580,2017-12-06,5.699999999999999,224292
224004,2017-12-06,2.75,224292
228202,2018-11-10,3.7,227907
227612,2013-05-03,8.1,227907
228201,2018-11-10,4.3,227907
228201,2018-11-11,8.3,227907
227906,2018-11-11,4.4,227907
228200,2018-11-11,4.4,227907
228085,2017-12-06,515.2333333333333,228084
228380,2017-12-07,40.1,228084
228380,2017-12-06,1016.2,228084
228083,2017-12-06,64.9,228084
228083,2017-12-07,13.7,228084
227791,2017-12-06,472.85,228084
228378,2017-12-08,1.0,228084
228473,2013-05-02,133.8,228178
227883,2013-05-02,9.6,228178
228474,2013-05-02,30.9,228178
228215,2018-11-09,9.2,228214
228785,2018-11-13,8.5,228786
228492,2018-11-11,78.2,228786
228492,2018-11-13,0.8,228786
228492,2013-05-03,7.9,228786
229082,2018-11-11,96.5,228786
228491,2018-11-11,78.2,228786
228787,2018-11-11,78.2,228786
229351,2017-07-04,17.0,229055
228805,2018-11-09,9.2,229100
228804,2018-11-09,10.7,229100
229396,2018-11-09,10.5,229100
229395,2018-11-09,55.9,229100
229099,2018-11-09,55.9,229100
229101,2018-11-09,10.5,229100
229936,2018-11-09,1.4,230233
230232,2018-11-09,15.0,230233
230529,2018-11-09,15.0,230233
230531,2018-11-09,1.9,230233
230530,2018-11-09,12.05,230233
229935,2018-11-09,1.1,230233
230579,2018-11-09,117.8,230580
230879,2018-11-09,399.9,230580
230284,2018-11-09,399.9,230580
230877,2018-11-09,117.8,230580
231161,2018-11-10,51.1,231460
231162,2018-11-10,51.1,231460
231759,2018-11-11,4.7,231460
231160,2018-11-10,8.5,231460
231461,2018-11-12,3.9,231460
231461,2018-11-10,51.1,231460
231760,2018-11-12,2.4,231460
231760,2018-11-10,51.7,231460
231782,2018-11-10,1.8,231484
232034,2018-11-09,3.0,232336
232867,2017-12-16,8.1,233176
232869,2017-12-16,8.1,233176
233485,2017-12-16,23.0,233176
